gender,age,senior_citizen,partner,dependents,number_of_dependents,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,satisfaction_score,cltv,churn_value,churn_label,customer_value_proxy,value_segment,tenure_group,num_additional_services
Male,60,No,No,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,One Year,No,Credit card (automatic),19.5,18.14,835.5,0.0,0,798.16,1633.66,44,No,0,No,No Offer,No,0,4,4220,0,Stayed,858.0,Medium Value,13-48 Bulan (Loyal),0
Female,44,No,No,No,0,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,75.4,15.01,1380.4,0.0,0,270.18,1650.58,18,No,22,Yes,Offer D,No,0,4,4792,0,Stayed,1357.2,Medium Value,13-48 Bulan (Loyal),1
Female,66,Yes,No,No,0,Yes,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic,One Year,Yes,Electronic check,84.35,26.29,609.65,29.17,10,184.03,774.51,7,No,20,No,Offer E,No,0,3,2107,0,Stayed,590.4499999999999,Low Value,0-12 Bulan (Baru),2
Female,39,No,Yes,No,0,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Cable,Two Year,Yes,Bank transfer (automatic),72.1,24.81,4194.85,0.0,0,1463.79,5658.64,59,Yes,24,Yes,No Offer,Yes,9,5,6225,0,Stayed,4253.9,High Value,49-72 Bulan (Sangat Loyal),3
Female,53,No,Yes,No,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),84.8,9.28,5917.55,0.0,120,649.6,6687.15,70,Yes,24,No,No Offer,Yes,7,4,4032,0,Stayed,5936.0,High Value,49-72 Bulan (Sangat Loyal),6
Female,49,No,Yes,Yes,4,Yes,No,No,No,No,No,No,No,No,No Internet Service,Month-to-Month,Yes,Electronic check,26.2,49.22,1077.5,0.0,0,1968.8,3046.3,40,Yes,0,No,No Offer,Yes,5,3,2211,0,Stayed,1048.0,Medium Value,13-48 Bulan (Loyal),0
Female,47,No,No,Yes,3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),105.35,32.94,3688.6,0.0,110,1119.96,4918.56,34,No,21,No,No Offer,No,0,4,5432,0,Stayed,3581.8999999999996,High Value,13-48 Bulan (Loyal),6
Female,37,No,No,No,0,Yes,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,85.3,45.74,420.45,0.0,10,228.7,659.15,5,No,30,No,Offer E,No,0,4,2689,0,Stayed,426.5,Low Value,0-12 Bulan (Baru),2
Male,63,No,No,No,0,Yes,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Electronic check,45.65,14.12,45.65,0.0,0,14.12,59.77,1,No,24,Yes,Offer E,No,0,1,2600,1,Churned,45.65,Low Value,0-12 Bulan (Baru),0
Male,39,No,Yes,Yes,2,No,Yes,Yes,Yes,No,No,Yes,No,No,DSL,One Year,No,Mailed check,44.8,0.0,2983.65,0.0,0,0.0,2983.65,68,No,19,Yes,Offer A,Yes,1,3,4112,0,Stayed,3046.3999999999996,High Value,49-72 Bulan (Sangat Loyal),3
Female,40,No,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,Yes,Mailed check,19.7,15.33,263.65,0.0,0,214.62,478.27,14,No,0,No,Offer D,Yes,8,4,2966,0,Stayed,275.8,Low Value,13-48 Bulan (Loyal),0
Male,49,No,No,No,0,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Fiber Optic,Month-to-Month,No,Mailed check,89.95,9.55,1682.4,29.64,0,181.45,1834.21,19,No,6,Yes,Offer D,No,0,5,3402,0,Stayed,1709.05,Medium Value,13-48 Bulan (Loyal),3
Female,51,No,No,No,0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Bank transfer (automatic),68.65,10.64,261.25,0.0,0,42.56,303.81,4,No,23,Yes,Offer E,No,0,3,5274,1,Churned,274.6,Low Value,0-12 Bulan (Baru),4
Female,55,No,Yes,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,Yes,Credit card (automatic),25.25,35.34,1733.15,0.0,0,2367.78,4100.93,67,Yes,0,No,No Offer,Yes,1,5,5887,0,Stayed,1691.75,Medium Value,49-72 Bulan (Sangat Loyal),0
Female,70,Yes,Yes,No,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),108.75,9.18,5431.9,0.0,0,459.0,5890.9,50,Yes,2,Yes,Offer B,Yes,1,3,5211,0,Stayed,5437.5,High Value,49-72 Bulan (Sangat Loyal),6
Male,47,No,No,No,0,No,Yes,Yes,No,Yes,No,No,No,No,Cable,One Year,Yes,Credit card (automatic),35.2,0.0,1463.7,0.0,0,0.0,1463.7,43,No,4,Yes,No Offer,No,0,3,5268,0,Stayed,1513.6000000000001,Medium Value,13-48 Bulan (Loyal),2
Male,33,No,Yes,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,No,Credit card (automatic),19.3,25.57,1192.7,0.0,0,1508.63,2701.33,59,No,0,No,Offer B,Yes,3,3,4149,0,Stayed,1138.7,Medium Value,49-72 Bulan (Sangat Loyal),0
Male,31,No,No,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,One Year,No,Bank transfer (automatic),20.1,33.4,562.6,0.0,0,901.8,1464.4,27,No,0,No,No Offer,No,0,5,3428,0,Stayed,542.7,Low Value,13-48 Bulan (Loyal),0
Female,21,No,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,No,No,No,No,DSL,Month-to-Month,No,Mailed check,61.15,42.98,1422.05,0.0,80,945.56,2447.61,22,No,30,No,Offer D,Yes,1,1,4626,1,Churned,1345.3,Medium Value,13-48 Bulan (Loyal),3
Female,27,No,Yes,No,0,Yes,Yes,No,Yes,No,No,Yes,No,No,DSL,One Year,No,Bank transfer (automatic),63.9,42.1,2635.0,0.0,0,1684.0,4319.0,40,Yes,52,Yes,Offer B,Yes,4,3,2654,0,Stayed,2556.0,Medium Value,13-48 Bulan (Loyal),2
Female,55,No,Yes,No,0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,99.2,30.16,3754.6,0.0,0,1115.92,4870.52,37,Yes,4,Yes,No Offer,Yes,1,1,3599,1,Churned,3670.4,High Value,13-48 Bulan (Loyal),5
Female,42,No,No,No,0,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,79.75,42.83,1111.85,0.0,0,642.45,1754.3,15,Yes,21,Yes,Offer D,No,0,3,2813,1,Churned,1196.25,Medium Value,13-48 Bulan (Loyal),1
Female,37,No,No,No,0,Yes,Yes,No,No,No,Yes,No,No,No,Cable,Month-to-Month,Yes,Credit card (automatic),54.9,3.25,1505.15,0.0,0,91.0,1596.15,28,Yes,11,Yes,No Offer,No,0,3,2885,0,Stayed,1537.2,Medium Value,13-48 Bulan (Loyal),1
Male,20,No,Yes,No,0,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Cable,One Year,Yes,Mailed check,75.3,41.22,989.45,0.0,0,535.86,1525.31,13,Yes,82,Yes,Offer D,Yes,1,3,4800,1,Churned,978.9,Medium Value,13-48 Bulan (Loyal),4
Male,26,No,No,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,Month-to-Month,No,Credit card (automatic),20.05,22.16,95.55,0.0,0,110.8,206.35,5,No,0,No,No Offer,No,0,4,2483,0,Stayed,100.25,Low Value,0-12 Bulan (Baru),0
Male,25,No,Yes,Yes,2,Yes,Yes,Yes,Yes,No,Yes,No,No,No,DSL,Two Year,Yes,Credit card (automatic),65.65,24.59,3566.7,0.0,0,1327.86,4894.56,54,Yes,52,Yes,Offer B,Yes,1,3,5725,0,Stayed,3545.1000000000004,High Value,49-72 Bulan (Sangat Loyal),3
Male,45,No,Yes,Yes,2,No,Yes,No,Yes,Yes,Yes,No,No,No,DSL,Two Year,No,Bank transfer (automatic),39.35,0.0,2395.05,0.0,0,0.0,2395.05,63,No,16,Yes,Offer B,Yes,7,5,5374,0,Stayed,2479.05,Medium Value,49-72 Bulan (Sangat Loyal),3
Female,31,No,Yes,Yes,2,Yes,No,No,No,No,No,No,No,No,No Internet Service,Month-to-Month,No,Mailed check,20.05,14.79,406.05,0.0,0,295.8,701.85,20,No,0,No,No Offer,Yes,10,3,2698,0,Stayed,401.0,Low Value,13-48 Bulan (Loyal),0
Female,23,No,No,No,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Bank transfer (automatic),105.2,43.04,4822.85,0.0,0,1979.84,6802.69,46,No,71,Yes,No Offer,No,0,2,3322,1,Churned,4839.2,High Value,13-48 Bulan (Loyal),6
Female,20,No,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Electronic check,92.4,37.45,6786.1,0.0,150,2696.4,9632.5,72,Yes,48,No,No Offer,Yes,8,3,5527,0,Stayed,6652.8,High Value,,7
Female,48,No,Yes,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,No,Credit card (automatic),25.6,11.18,1888.25,0.0,0,793.78,2682.03,71,Yes,0,No,No Offer,Yes,3,5,5063,0,Stayed,1817.6000000000001,Medium Value,49-72 Bulan (Sangat Loyal),0
Male,22,No,Yes,Yes,3,Yes,No,No,No,No,No,No,No,No,No Internet Service,Month-to-Month,Yes,Credit card (automatic),19.45,35.05,674.55,0.0,0,1121.6,1796.15,32,No,0,No,Offer C,Yes,5,4,4363,0,Stayed,622.4,Low Value,13-48 Bulan (Loyal),0
Female,65,Yes,No,No,0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,105.9,25.61,7521.95,6.65,100,1818.31,9433.61,71,Yes,23,No,No Offer,No,0,3,5479,0,Stayed,7518.900000000001,High Value,49-72 Bulan (Sangat Loyal),5
Female,69,Yes,No,No,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,DSL,Two Year,No,Mailed check,89.85,37.39,6293.45,0.0,140,2654.69,9088.14,71,Yes,22,No,Offer A,No,0,3,4994,0,Stayed,6379.349999999999,High Value,49-72 Bulan (Sangat Loyal),6
Male,29,No,Yes,No,0,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,DSL,Two Year,No,Bank transfer (automatic),65.15,40.63,4681.75,4.7,0,2884.73,7561.78,71,Yes,69,Yes,Offer A,Yes,2,3,4384,0,Stayed,4625.650000000001,High Value,49-72 Bulan (Sangat Loyal),4
Male,22,No,No,No,0,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,69.7,15.77,1490.4,0.0,0,346.94,1837.34,22,No,42,Yes,Offer D,No,0,3,4838,0,Stayed,1533.4,Medium Value,13-48 Bulan (Loyal),0
Female,46,No,No,No,0,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,96.0,25.54,1062.1,0.0,0,306.48,1368.58,12,No,27,Yes,No Offer,No,0,1,5239,1,Churned,1152.0,Medium Value,13-48 Bulan (Loyal),4
Male,47,No,Yes,Yes,3,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,Yes,Bank transfer (automatic),19.95,19.75,1303.25,0.0,0,1343.0,2646.25,68,No,0,No,Offer A,Yes,4,3,6492,0,Stayed,1356.6,Medium Value,49-72 Bulan (Sangat Loyal),0
Female,68,Yes,No,No,0,Yes,Yes,Yes,Yes,No,No,No,No,No,DSL,Two Year,Yes,Bank transfer (automatic),58.55,8.88,1718.95,33.1,0,257.52,1943.37,29,Yes,22,Yes,Offer C,No,0,3,2044,0,Stayed,1697.9499999999998,Medium Value,13-48 Bulan (Loyal),2
Female,36,No,No,No,0,No,Yes,No,Yes,No,No,No,Yes,Yes,DSL,Month-to-Month,Yes,Credit card (automatic),40.1,0.0,293.3,0.0,0,0.0,293.3,7,No,19,Yes,No Offer,No,0,2,4414,1,Churned,280.7,Low Value,0-12 Bulan (Baru),3
Male,23,No,No,No,0,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),79.95,40.06,1043.4,0.0,0,480.72,1524.12,12,No,41,Yes,No Offer,No,0,5,2968,0,Stayed,959.4000000000001,Medium Value,13-48 Bulan (Loyal),2
Female,31,No,No,No,0,Yes,Yes,Yes,Yes,No,No,No,No,No,DSL,One Year,No,Mailed check,55.0,43.17,1885.15,0.0,0,1467.78,3352.93,34,No,8,Yes,Offer C,No,0,4,4027,0,Stayed,1870.0,Medium Value,13-48 Bulan (Loyal),2
Female,27,No,Yes,No,0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,79.2,13.11,1742.75,0.0,0,288.42,2031.17,22,Yes,51,Yes,No Offer,Yes,1,1,3410,1,Churned,1742.4,Medium Value,13-48 Bulan (Loyal),5
Female,37,No,No,No,0,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),85.9,24.63,1269.55,0.0,0,369.45,1639.0,15,No,13,Yes,No Offer,No,0,3,3579,1,Churned,1288.5,Medium Value,13-48 Bulan (Loyal),3
Female,61,No,Yes,No,0,Yes,Yes,No,No,No,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),78.85,39.97,3126.85,0.0,0,1598.8,4725.65,40,Yes,17,Yes,No Offer,Yes,10,4,5257,0,Stayed,3154.0,High Value,13-48 Bulan (Loyal),1
Female,22,No,Yes,No,0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),94.45,22.74,6921.7,0.0,0,1637.28,8558.98,72,Yes,48,Yes,Offer A,Yes,5,4,5274,0,Stayed,6800.400000000001,High Value,,4
Female,57,No,Yes,No,0,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,DSL,Two Year,Yes,Electronic check,49.2,0.0,3580.95,0.0,0,0.0,3580.95,72,No,15,Yes,Offer A,Yes,2,3,4700,0,Stayed,3542.4,High Value,,5
Female,60,No,No,No,0,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,DSL,Two Year,No,Mailed check,73.55,44.29,3349.1,0.0,0,1993.05,5342.15,45,Yes,15,Yes,Offer B,No,0,3,2280,0,Stayed,3309.75,High Value,13-48 Bulan (Loyal),4
Male,47,No,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,No,Bank transfer (automatic),111.95,24.08,8033.1,0.0,0,1733.76,9766.86,72,No,19,Yes,No Offer,Yes,9,3,4004,0,Stayed,8060.400000000001,High Value,,7
Female,38,No,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Credit card (automatic),89.3,19.9,6388.65,0.0,0,1412.9,7801.55,71,Yes,27,Yes,Offer A,Yes,7,3,4658,0,Stayed,6340.3,High Value,49-72 Bulan (Sangat Loyal),7
Male,74,Yes,Yes,No,0,Yes,Yes,Yes,No,No,No,No,Yes,No,DSL,Two Year,Yes,Credit card (automatic),59.1,5.73,1011.05,31.05,0,103.14,1083.14,18,No,13,Yes,No Offer,Yes,6,3,2422,0,Stayed,1063.8,Medium Value,13-48 Bulan (Loyal),2
Female,40,No,Yes,No,0,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Cable,Month-to-Month,Yes,Electronic check,85.3,44.26,4045.65,0.0,0,2080.22,6125.87,47,No,23,Yes,No Offer,Yes,1,2,3631,1,Churned,4009.1,High Value,13-48 Bulan (Loyal),3
Female,65,Yes,Yes,Yes,1,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,DSL,Two Year,Yes,Electronic check,53.0,0.0,3656.25,0.0,0,0.0,3656.25,68,No,23,Yes,No Offer,Yes,4,4,5583,0,Stayed,3604.0,High Value,49-72 Bulan (Sangat Loyal),5
Female,52,No,No,No,0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,DSL,Two Year,Yes,Electronic check,80.65,20.3,5330.2,0.0,90,1380.4,6800.6,68,Yes,13,No,No Offer,No,0,3,5914,0,Stayed,5484.200000000001,High Value,49-72 Bulan (Sangat Loyal),5
Male,25,No,No,No,0,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,84.85,36.07,84.85,0.0,0,36.07,120.92,1,No,41,Yes,No Offer,No,0,1,3086,1,Churned,84.85,Low Value,0-12 Bulan (Baru),3
Female,59,No,Yes,No,0,Yes,Yes,Yes,No,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Bank transfer (automatic),60.85,12.3,2003.6,0.0,0,418.2,2421.8,34,Yes,26,Yes,No Offer,Yes,5,4,3012,0,Stayed,2068.9,Medium Value,13-48 Bulan (Loyal),2
Female,24,No,Yes,No,0,Yes,Yes,No,No,Yes,No,No,No,Yes,Fiber Optic,Month-to-Month,Yes,Mailed check,79.65,44.93,1928.7,0.0,0,1078.32,3007.02,24,Yes,82,Yes,No Offer,Yes,2,4,3816,0,Stayed,1911.6000000000001,Medium Value,13-48 Bulan (Loyal),2
Male,71,Yes,Yes,Yes,1,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),89.85,18.43,5125.75,0.0,130,1068.94,6324.69,58,Yes,10,No,Offer B,Yes,1,3,5035,0,Stayed,5211.299999999999,High Value,49-72 Bulan (Sangat Loyal),3
Male,75,Yes,No,No,0,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,84.8,39.51,546.95,0.0,0,276.57,823.52,7,Yes,13,No,No Offer,No,0,3,2015,1,Churned,593.6,Low Value,0-12 Bulan (Baru),1
Male,58,No,No,No,0,Yes,Yes,No,Yes,No,No,No,No,No,DSL,Month-to-Month,No,Electronic check,50.8,1.28,50.8,0.0,0,1.28,52.08,1,No,27,Yes,Offer E,No,0,1,3718,1,Churned,50.8,Low Value,0-12 Bulan (Baru),1
Male,56,No,No,No,0,Yes,Yes,Yes,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Mailed check,51.0,34.49,354.05,0.0,0,241.43,595.48,7,No,22,Yes,No Offer,No,0,1,3736,1,Churned,357.0,Low Value,0-12 Bulan (Baru),1
Female,66,Yes,Yes,No,0,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Fiber Optic,Two Year,No,Electronic check,90.0,15.6,3371.75,0.0,0,577.2,3948.95,37,No,19,Yes,No Offer,Yes,8,4,4048,0,Stayed,3330.0,High Value,13-48 Bulan (Loyal),3
Male,34,No,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,No,Mailed check,24.55,29.55,1331.05,0.0,0,1536.6,2867.65,52,Yes,0,No,Offer B,Yes,6,3,5535,0,Stayed,1276.6000000000001,Medium Value,49-72 Bulan (Sangat Loyal),0
Female,42,No,Yes,Yes,2,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,Yes,Bank transfer (automatic),20.0,21.73,886.4,0.0,0,977.85,1864.25,45,No,0,No,No Offer,Yes,9,4,5169,0,Stayed,900.0,Medium Value,13-48 Bulan (Loyal),0
Male,60,No,Yes,Yes,2,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,No,Mailed check,24.25,2.81,1077.95,0.0,0,120.83,1198.78,43,Yes,0,No,No Offer,Yes,4,4,4432,0,Stayed,1042.75,Medium Value,13-48 Bulan (Loyal),0
Female,23,No,Yes,Yes,3,Yes,Yes,Yes,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,81.95,42.95,2070.05,0.0,0,1116.7,3186.75,26,No,27,Yes,No Offer,Yes,10,3,2817,0,Stayed,2130.7000000000003,Medium Value,13-48 Bulan (Loyal),2
Male,62,No,No,No,0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,98.6,10.99,5581.05,0.0,0,615.44,6196.49,56,Yes,28,Yes,Offer B,No,0,3,5601,0,Stayed,5521.599999999999,High Value,49-72 Bulan (Sangat Loyal),4
Female,36,No,Yes,Yes,2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Bank transfer (automatic),85.3,25.16,5560.0,0.0,0,1710.88,7270.88,68,Yes,26,Yes,No Offer,Yes,1,4,4732,0,Stayed,5800.4,High Value,49-72 Bulan (Sangat Loyal),6
Male,25,No,Yes,No,0,No,Yes,No,Yes,Yes,No,No,Yes,Yes,DSL,One Year,Yes,Credit card (automatic),45.85,0.0,1246.4,0.0,30,0.0,1276.4,27,No,27,No,No Offer,Yes,3,4,2068,0,Stayed,1237.95,Medium Value,13-48 Bulan (Loyal),4
Male,35,No,No,No,0,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,85.5,11.5,791.7,0.0,0,103.5,895.2,9,Yes,14,Yes,Offer E,No,0,5,4867,0,Stayed,769.5,Low Value,0-12 Bulan (Baru),1
Male,59,No,No,No,0,Yes,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Mailed check,45.15,35.53,438.4,0.0,0,284.24,722.64,8,No,5,Yes,No Offer,No,0,2,3721,1,Churned,361.2,Low Value,0-12 Bulan (Baru),0
Male,41,No,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),116.05,26.38,8297.5,42.57,110,1872.98,10237.91,71,Yes,18,No,Offer A,Yes,5,3,6481,0,Stayed,8239.55,High Value,49-72 Bulan (Sangat Loyal),7
Female,47,No,No,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,Month-to-Month,No,Bank transfer (automatic),19.4,33.14,289.3,0.0,0,497.1,786.4,15,No,0,No,Offer D,No,0,1,5379,1,Churned,291.0,Low Value,13-48 Bulan (Loyal),0
Female,38,No,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Fiber Optic,Two Year,No,Bank transfer (automatic),93.9,5.48,6579.05,0.0,0,383.6,6962.65,70,Yes,14,Yes,Offer A,Yes,1,1,6173,1,Churned,6573.0,High Value,49-72 Bulan (Sangat Loyal),4
Female,39,No,Yes,No,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),85.9,10.87,6110.75,0.0,0,782.64,6893.39,72,Yes,24,Yes,No Offer,Yes,9,4,6361,0,Stayed,6184.8,High Value,,6
Female,22,No,No,No,0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),99.15,6.12,1956.4,0.0,0,128.52,2084.92,21,No,51,Yes,Offer D,No,0,3,5324,0,Stayed,2082.15,Medium Value,13-48 Bulan (Loyal),5
Female,45,No,No,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,No,Mailed check,20.1,26.25,1079.45,0.0,0,1417.5,2496.95,54,No,0,No,Offer B,No,0,5,5755,0,Stayed,1085.4,Medium Value,49-72 Bulan (Sangat Loyal),0
Female,19,No,Yes,Yes,2,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,No,Mailed check,19.5,13.21,162.15,0.0,0,105.68,267.83,8,No,0,No,No Offer,Yes,10,5,3598,0,Stayed,156.0,Low Value,0-12 Bulan (Baru),0
Female,34,No,No,No,0,Yes,Yes,No,No,Yes,No,No,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),49.3,4.82,1233.25,0.0,0,115.68,1348.93,24,No,16,Yes,No Offer,No,0,5,5394,0,Stayed,1183.1999999999998,Medium Value,13-48 Bulan (Loyal),1
Female,20,No,Yes,Yes,2,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,No,Mailed check,19.55,13.26,883.35,0.0,0,636.48,1519.83,48,No,0,No,Offer B,Yes,3,5,5461,0,Stayed,938.4000000000001,Medium Value,49-72 Bulan (Sangat Loyal),0
Female,22,No,Yes,No,0,Yes,Yes,No,No,No,No,Yes,No,Yes,DSL,Month-to-Month,No,Mailed check,55.2,35.6,55.2,0.0,0,35.6,90.8,1,No,58,Yes,No Offer,No,0,2,3638,1,Churned,55.2,Low Value,0-12 Bulan (Baru),2
Female,41,No,Yes,Yes,3,Yes,No,No,No,No,No,No,No,No,No Internet Service,Month-to-Month,Yes,Mailed check,24.3,6.7,132.25,0.0,0,33.5,165.75,5,Yes,0,No,No Offer,Yes,6,5,3181,0,Stayed,121.5,Low Value,0-12 Bulan (Baru),0
Male,20,No,Yes,Yes,2,No,Yes,Yes,No,Yes,No,Yes,No,No,DSL,One Year,No,Credit card (automatic),44.45,0.0,792.15,0.0,0,0.0,792.15,17,No,52,Yes,No Offer,Yes,1,3,3522,0,Stayed,755.6500000000001,Low Value,13-48 Bulan (Loyal),3
Male,48,No,Yes,No,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),79.35,29.8,5753.25,0.0,40,2145.6,7938.85,72,No,14,No,No Offer,Yes,2,3,4278,0,Stayed,5713.2,High Value,,6
Female,30,No,Yes,Yes,2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),103.2,29.66,7362.9,45.38,0,2135.52,9453.04,72,Yes,59,Yes,No Offer,Yes,4,4,5560,0,Stayed,7430.400000000001,High Value,,5
Female,75,Yes,No,No,0,No,Yes,No,No,No,No,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,44.4,0.0,263.05,0.0,0,0.0,263.05,6,No,24,Yes,No Offer,No,0,5,4611,0,Stayed,266.4,Low Value,0-12 Bulan (Baru),3
Female,21,No,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DSL,Two Year,No,Credit card (automatic),79.2,22.41,5401.9,0.0,20,1613.52,7035.42,72,Yes,59,No,Offer A,Yes,9,4,4288,0,Stayed,5702.400000000001,High Value,,5
Female,36,No,Yes,Yes,1,Yes,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,No,Mailed check,50.85,12.88,239.55,0.0,0,51.52,291.07,4,Yes,22,Yes,No Offer,Yes,1,1,5386,1,Churned,203.4,Low Value,0-12 Bulan (Baru),0
Male,55,No,Yes,Yes,2,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,No,Credit card (automatic),20.65,11.15,1218.45,0.0,0,691.3,1909.75,62,No,0,No,Offer B,Yes,9,5,6403,0,Stayed,1280.3,Medium Value,49-72 Bulan (Sangat Loyal),0
Female,29,No,No,No,0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Fiber Optic,One Year,Yes,Electronic check,95.55,4.48,3692.85,0.0,0,174.72,3867.57,39,No,71,Yes,Offer C,No,0,1,2767,1,Churned,3726.45,High Value,13-48 Bulan (Loyal),5
